File Name,Old Key,Translation
ru.kdd2.txt,sc1_6n3w3,"Переместитесь на зелёный пол так, чтобы таракан оказался на песчаной клетке строго к югу от вас..."
ru.kdd2.txt,sc1_6n3w4,"...а потом пойдите на северо-восток, чтобы убить его."
ru.kdd2.txt,sc1_6n3w5,"...а потом пойдите на юго-восток, чтобы убить его."
ru.kdd2.txt,sc1_6n3w6,"Повторите снова, чтобы освоить удар назад. Эта тактика вам сильно пригодится в будущих битвах."
ru.kdd2.txt,sp5e1,Это зона обучения.
ru.kdd2.txt,sp5e2,"Посетите её, если вы ни разу не играли в игру раньше."
ru.kdd2.txt,sp5e3,Используйте цифровую клавиатуру или 789 гшщ олд (789uiojkl) для передвижения.
ru.kdd2.txt,sp52n1,"Уверен, эту комнату можно зачистить и не открывая никаких дверей."
ru.kdd2.txt,sp52n2,Ха! Небрежный архитектор темницы зачем-то построил кучу ненужных сфер!
ru.kdd2.txt,sp51n2w1,Вы только посмотрите на все эти дурные глаза!
ru.kdd2.txt,sp51n2w2,"Брр!  Всегда дрожь пробирает, когда одна из этих тварей просыпается!"
ru.kdd2.txt,sp63e,"Начинаю понимать, в чём здесь система..."
ru.kdd2.txt,sp63n,Это выглядит знакомым...
ru.kdd2.txt,sp63w,"Надеюсь, Дуган заплатит мне за каждую из этих комнат."
ru.kdd2.txt,sp72n1w1,"Ого!  Этот змий, должно быть, в тысячу четыреста сорок пять футов длиной!"
ru.kdd2.txt,sp72n1w2,"Но по контракту я не обязан боротся с монстрами длиннее, чем тысяча четыреста сорок четыре фута."
ru.kdd2.txt,sp72n1w3,Могу просто оставить эту комнату в покое.
ru.kdd2.txt,sp71n1e1,Мой меч не оставит ни царапины на шкуре этой гадины.
ru.kdd2.txt,sp71n1e2,"Надо заманить змия в тупик, там ему и конец."
ru.kdd2.txt,sp84s1,"И королевы смолы тоже?  Почему, почему, почему...?"
ru.kdd2.txt,sp83s1e,Ненавижу королев смолы.
ru.kdd2.txt,sp82s2e,"Здесь надо быть осторожным... Я не смогу пройти, если смола закроет этот проход!"
ru.kdd2.txt,sp84s3e1,Неважно. Идём!
ru.kdd2.txt,sp84s3e2,И стена здесь...
ru.kdd2.txt,sp84s3e3,Отлично. Такими темпами мы закончим наносить уровень на карту за несколько минут.
ru.kdd2.txt,sp84s3e4,Что это за звук? Ревизоры смолы идут! Прячемся быстрей!
ru.kdd2.txt,sp84s3e5,Аааа! Я чуть не уронил карту!
ru.kdd2.txt,sp84s3e6,Подожди! Какой стороной наверх она вообще была?
ru.kdd2.txt,sp85s2e1,Эта комната... выглядит... какой-то... знакомой...
ru.kdd2.txt,sp85s2e2,Она... меня... бесит... и разочаровывает!
ru.kdd2.txt,sp86s3e,"Чепуха какая то... надеюсь, здесь нет никаких дешёвых трюков вроде комнат, спрятанных за секретными стенами!"
ru.kdd2.txt,sp88s3e1,Чёрт... от этой комнаты у меня потом будут кошмары...
ru.kdd2.txt,sp88s3e2,Никогда больше... больше никогда...
ru.kdd2.txt,spM1s,Вы проиграли...
ru.kdd2.txt,spT2,Поворачивайте меч кнопками `Й` и `Ц` (`Q` и `W`).
ru.kdd2.txt,spT3,Теперь ударьте сферу мечом.
ru.kdd2.txt,spT4,"Сферы управляют дверьми тремя способами: могут открыть, могут закрыть, могут поменять между закрытым и открытым состоянием."
ru.kdd2.txt,spT5,"Кликните сферу мышкой, чтобы узнать на какие двери она влияет и каким способом."
ru.kdd2.txt,spT6,Ваша задача в DROD - очистить каждый уровень от всех монстров.
ru.kdd2.txt,spT7,"Ткните таракана мечом, чтобы убить его."
ru.kdd2.txt,spT8,Стрелки блокируют любое продвижение против их направления.
ru.kdd2.txt,spT9,"Встаньте на точку сохранения. Вы вернётесь на последнюю точку, если вы умрёте или нажмёте `К` (`R`)."
ru.kdd2.txt,spT10,"Если вы умрёте или находитесь в ситуации, где каждый ход грозит смертью, вы можете отменить до трёх ходов кнопкой `Backspace`."
ru.kdd2.txt,spT11,"Этот эликсир позволит вам поставить двойника где угодно. Двойники копируют все ваши ходы и ходят после вас, но до монстров."
ru.kdd2.txt,spT12,"Поставьте двойника в месте, отмеченном точкой сохранения. Используйте его, чтобы уронить все люки, и красные ворота откроются."
ru.kdd2.txt,spT13,"Поздравляем, вы закончили эту комнату!"
ru.kdd2.txt,spT14,"После того, как вы выйдете из комнаты, ваше достижение сохранится. Вы всегда сможете посмотреть ваш лучший результат за эту комнату, а также ваше место относительно других людей в таблице лидеров за эту комнату."
ru.kdd2.txt,spT15,"Если вы подсоединены к игре, используя ваш аккаунт в форуме Caravel, ваш лучший результат будет послан в таблицу лидеров."
ru.kdd2.txt,spT16,"Ваш результат останется на сервере две недели, если только вы не подписчик CaravelNet: в таком случае он останется там навсегда."
ru.kdd2.txt,spT17,Теперь вы можете выйти из комнаты обучения.
ru.kdd2.txt,achName0,Где Мастер?
ru.kdd2.txt,achName1,Востоковедение
ru.kdd2.txt,achName2,Чистота
ru.kdd2.txt,achName3,Избегая Сфер
ru.kdd2.txt,achName4,Недрогнувшей Рукой
ru.kdd2.txt,achName5,Чистое Зрение
ru.kdd2.txt,achName6,Шёпот Крыл
ru.kdd2.txt,achName7,Двойники На Привязи
ru.kdd2.txt,achName8,Ненавижу Жёлтый
ru.kdd2.txt,achName9,Недиагональный
ru.kdd2.txt,achName10,Неподвижные Руки 
ru.kdd2.txt,achName11,Сссскольжение
ru.kdd2.txt,achName12,Каменные Руки
ru.kdd2.txt,achName13,Гигант Мысли
ru.kdd2.txt,achName14,Предатель
ru.kdd2.txt,achName15,Специалист Смолы
ru.kdd2.txt,achName16,Тычок В Глаз
ru.kdd2.txt,achName17,Ниндзя
ru.kdd2.txt,achName18,Начинающий Исследователь
ru.kdd2.txt,achName19,Неопытный Охотник
ru.kdd2.txt,achName20,Зачиститель По Контракту
ru.kdd2.txt,achName21,Я Профессионал!
ru.kdd2.txt,achName22,Завоеватель
ru.kdd2.txt,achName23,Мастер
ru.kdd2.txt,achName24,Тушёные Матки
ru.kdd2.txt,achName25,Яйца Всмятку
ru.kdd2.txt,achName26,Желе Из Глаз
ru.kdd2.txt,achName27,Жареные Тенекрылы
ru.kdd2.txt,achName28,Суши Из Змия
ru.kdd2.txt,achName29,Камертон
ru.kdd2.txt,achName30,Зелёная Трава
ru.kdd2.txt,achName31,Сокруши Толпу
ru.kdd2.txt,achName32,Бессмертный
ru.kdd2.txt,achName33,Временная Аномалия
ru.kdd2.txt,achName34,Чистый Пол
ru.kdd2.txt,achName35,Марафонский Бегун
ru.kdd2.txt,achDesc0,Найди стену мастера
ru.kdd2.txt,achDesc1,"Очисти Пятый Уровень 1З, смотря строго на восток"
ru.kdd2.txt,achDesc2,Урони все люки и очисти Пятый Уровень 1С 2З за один визит
ru.kdd2.txt,achDesc3,"Очисти Пятый Уровень 2С, не ударив ни одну сферу"
ru.kdd2.txt,achDesc4,Очисти Пятый Уровень 1Ю не поворачиваясь
ru.kdd2.txt,achDesc5,"Закончи Пятый Уровень 2Ю, не выпив эликсир невидимости"
ru.kdd2.txt,achDesc6,Не ударяй сферу во время зачистки Пятого Уровня 3В
ru.kdd2.txt,achDesc7,"Очисти Пятый Уровень 1Ю 1З, не выходя из отмеченной зоны"
ru.kdd2.txt,achDesc8,"Очисти Пятый Уровень 2Ю 2В, не наступая на открытые жёлтые двери."
ru.kdd2.txt,achDesc9,Не двигайся по диагонали в комнате Седьмой Уровень 1Ю
ru.kdd2.txt,achDesc10,"Не поворачивайся, очищая комнату Седьмой Уровень 1В"
ru.kdd2.txt,achDesc11,"Убей змия прежде, чем любого таракана, в Седьмом Уровне 1С 2В"
ru.kdd2.txt,achDesc12,Не поворачивай меч в Седьмом Уровне 3С 1В
ru.kdd2.txt,achDesc13,"Пройдите комнату ""Гигант Мысли"" (Седьмой Уровень 2С 1З)"
ru.kdd2.txt,achDesc14,"Очисти Восьмой Уровень 4Ю 3В, не используя эликсир двойника"
ru.kdd2.txt,achDesc15,Зачисти всю смолу в любой комнате на Восьмом Уровне
ru.kdd2.txt,achDesc16,"Убей Королеву Смолы, прежде чем она разрастётся"
ru.kdd2.txt,achDesc17,"Зачисти комнату, полную Дурных Глаз, не разбудив ни одного"
ru.kdd2.txt,achDesc18,Очисти пятый Уровень
ru.kdd2.txt,achDesc19,Очисти шестой Уровень
ru.kdd2.txt,achDesc20,Очисти седьмой Уровень
ru.kdd2.txt,achDesc21,Очисти восьмой Уровень
ru.kdd2.txt,achDesc22,Завоюй крепость
ru.kdd2.txt,achDesc23,Пройди зону мастеров
ru.kdd2.txt,achDesc24,Убей 20 тараканьих маток
ru.kdd2.txt,achDesc25,Разбей 15 тараканьих яиц
ru.kdd2.txt,achDesc26,Убей 15 дурных глаз
ru.kdd2.txt,achDesc27,Убей 5 тенекрылов
ru.kdd2.txt,achDesc28,Убей 10 змиев
ru.kdd2.txt,achDesc29,Бей сферу три хода подряд
ru.kdd2.txt,achDesc30,Открой зелёные ворота 5 раз
ru.kdd2.txt,achDesc31,Убей в сумме 2500 монстров
ru.kdd2.txt,achDesc32,Умри в сумме 70 раз
ru.kdd2.txt,achDesc33,Отмени ход в сумме 350 раз
ru.kdd2.txt,achDesc34,Урони в сумме 200 люков
ru.kdd2.txt,achDesc35,Пройди в сумме 7000 ходов
ru.kdd2.txt,outro,"Смола была не тем, чего Битро ожидал или мечтал встретить. Но спускаясь по ступеням на девятый уровень, он знал одну вещь: смолой снизу не пахнет совсем. Но что, если там обитает кто-нибудь ещё похуже?


<font size=""32"" color=""#FFFF00"">Поздравляем!</font>

Вы завершили второй эпизод Смертельных Комнат Смерти, Подземелья Короля Дугана (Флэш-версия). Мы очень надеемся, что вам понравилось.
Теперь, когда вы спустились по последним ступеням в этом эпизоде, вы можете попробовать Завоевать игру, а потом пройти Зону Мастеров! Для этого вы должны найти все секретные комнаты. Количество секретных комнат, оставшихся на каждом уровне, теперь будет показано в меню Загрузки Игры.
Когда вы пройдёте все секретные комнаты, специальная Зона Мастеров откроется для вас. Сможете ли вы найти вход в неё?
Вы можете также продолжить играть в следующий эпизод серии DROD:KDDL.

Но перед тем, как мы оставим вас купаться в лучах вашей славы, мы хотим поблагодарить несколько людей, которые сделали возможной эту игру:
	
	<font size=""26"" color=""#FFFF00"">Erik Hermansen</font> - Создатель, отец и изобретатель игры DROD. Без него сама идея игры никогда не увидела бы свет.

<font size=""26"" color=""#FFFF00"">Mike Rimer</font> - Он программировал DROD: JtRH and DROD: TCB практически собственноручно. Благодаря его отличной кодовой базе делать Flash DROD было сплошное удовольствие.

<font size=""26"" color=""#FFFF00"">Matt Schikore</font> - Повелитель форума Caravel и главный программист CaravelNet. С его помощью стала возможной таблица рекордов игроков, а также много других функций!


<font size=""23"" color=""#FFFF00"">Программирование, Разработка</font> - %%

<font size=""23"" color=""#FFFF00"">Графика и Музыка</font> - %%

<font size=""23"" color=""#FFFF00"">Серверные разработки</font> - %%

<font size=""23"" color=""#FFFF00"">Архитекторы Крепости</font> - %%

<font size=""23"" color=""#FFFF00"">Главные Тестеры</font> - %%

<font size=""23"" color=""#FFFF00"">Тестеры</font> - %%

<font size=""23"" color=""#FFFF00"">Переводы</font> - %%

<font size=""23"" color=""#FFFF00"">Голосовое Озвучивание</font> - %%

<font size=""23"" color=""#FFFF00"">Оригинальный Код, Идея и Уровни</font> - %%


Увидимся в следующий раз!

<font size=""18"" color=""#AAAAAA"">-Maurycy</font>"
ru.kdd2.txt,complNextGame,"Играйте в следующие уровни игры, KDD Lite 3. Игра откроется в новом окне. Это окно можно закрыть. Ваш прогресс был сохранён."
ru.kdd2.txt,sp_new71e1,Эти глаза можно перебить без единого поворота. Я уверен!
ru.kdd2.txt,sp_new71e2,Ха! Вот это эффективность! Я всем в Гильдии Зачистителей расскажу об этом подвиге!
ru.kdd3.txt,Ninth Level,Девятый Уровень
ru.kdd3.txt,Tenth Level,Десятый Уровень
ru.kdd3.txt,Eleventh Level,Одиннадцатый Уровень
ru.kdd3.txt,Twelfth Level,Двенадцатый Уровень
ru.kdd3.txt,Mastery Level,Зона Мастера
ru.kdd3.txt,Tutorial,Учебный Уровень
ru.kdd3.txt,entr9,"Битро Бадкин, профессиональный зачиститель подземелий пятого поколения, был нанят Королём Дуганом, чтобы очистить многоэтажные королевские темницы от огромного скопища монстров.
Битро заплатят за каждую комнату, и как профессионал, по контракту он обязуется очистить все комнаты в подземелье, перед тем как получить оплату.
Единственное оружие, нужное Битро для работы - это его Очень Большой Меч, разящий почти любого монстра с одного удара.

-----

Битро сел на ступени и решил передохнуть. Он достал из рюкзака три бутылки. Десятипинтовая бутылка была полна освежающего лиственного сока, а остальные две, размером в две пинты и пять пинт, были пусты. Битро хотел выпить ровно четыре пинты за один присест. Он начал возиться с бутылками, переливая сок из одной в другую, но через некоторое время ему надоело. ""К чёрту всё это! Слишком много работы!"""
ru.kdd3.txt,entr10,"Опытные зачистители знают, что внизу водятся твари, умеющие сливаться с окружаещей средой."
ru.kdd3.txt,entr11,"Увидев мельком следующую комнату, Битро недовольно заворчал. ""Не знаю, почему смола всегда так раскидана, но я это ненавижу."""
ru.kdd3.txt,entr12,"Битро снова услышал громкое шипение и уже ожидал змиев. Но на этот раз шипение чем-то отличалось, и он остановился послушать и понять, что его ждёт. ""Ничего себе! Эти гады, наверное, провели здесь кучу времени и всё это время регулярно питались."""
ru.kdd3.txt,entr12Back,"Битро вернулся закончить работу по зачистке, на которую он был нанят."
ru.kdd3.txt,entrMaster,"Битро спустился по ступеням и оказался в не отмеченном на карте коридоре...

За зачистку этого места он не получит платы, но профессиональная гордость не позволяет ему оставить уровень неочищенным."
ru.kdd3.txt,entrTutorial,Учебный Уровень
ru.kdd3.txt,entrTutorialLeft,"Битро покинул учебный этаж, обогащённый новыми знаниями."
ru.kdd3.txt,sc93n3e,"Вы уверены, что вы делаете всё в правильном порядке?"
ru.kdd3.txt,sc94n3e,Самое важное - это порядок действий.
ru.kdd3.txt,sc10e,"На этом уровне водятся злобные невидимые пауки. Их трудно заметить, будьте осторожны!"
ru.kdd3.txt,sc111s2e,"Эй... этот проход ведёт к ступеням. Лучше очистить все комнаты перед тем, как туда идти!"
ru.kdd3.txt,sc121n1e1,"Если змий ползёт на запад и предпочитает горизонтальное направление, встаньте на восток от его головы, чтобы заставить его повернуть на север."
ru.kdd3.txt,sc121n1e2,"С вертикальным движением это работает так же, но тогда змий предпочтёт восточное направление западному."
ru.kdd3.txt,sc12e,"Часы слева показывают, какое движение змии сейчас предпочитают. Это поможет вам управлять этими капризными существами."
ru.kdd3.txt,scMe1,Другие головоломки
ru.kdd3.txt,scMe2,Последние слова
ru.kdd3.txt,scM1s1,Дойти до сюда - невероятный подвиг!
ru.kdd3.txt,scM1s2,Как вам понравилось? Смогли ли вы собрать все Достижения?
ru.kdd3.txt,scM1s3,"На сайте CaravelGames.com вы можете найти следующие эпизоды KDDL или скачать одну из полных игр DROD для Windows, MacOS, или Linux."
ru.kdd3.txt,scM1s4,Продолжайте дальше!
ru.kdd3.txt,scM1s5,"Вот небольшая награда! Попробуйте убить все глаза, не наступая на траву."
ru.kdd3.txt,scM1s6,"Тараканьи Матки умрут сами, как только вы наступите на точку сохранения в дальнем правом углу. "
ru.kdd3.txt,scM1s7,Отлично! Поздравляем вас!
ru.kdd3.txt,scT1,"Знаете ли вы, что змии не могут ползти по свиткам?"
ru.kdd3.txt,scT2,"Пройдите далеко направо и посмотрите, как таракан себя ведёт, когда он заблокирован по диагонали."
ru.kdd3.txt,scT3,"Змии ходят по своим, более сложным правилам. Их предпочтение горизонтали или вертикали показано под часами разрастания."
ru.kdd3.txt,scT4,"Монстры в DROD выберут пойти по вертикали, а не горизонтали, когда они заблокированы по диагонали."
ru.kdd3.txt,scT5,"`Escape` открывает меню паузы, где вы можете выбрать `Общую Помощь`, чтобы просмотреть все кнопки управления в любой момент."
ru.kdd3.txt,scT6,"Вы можете предотвратить случайный выход из комнаты, ""заперев"" её кнопкой `Ч` (`X`). Маленький замок на мини-карте показывает, что комната заперта."
ru.kdd3.txt,scT7,"Shift+Клавиша сделает ход, а потом - его противо-ход.
Shift+Ждать Подождёт до следующего периода разрастания.
Цифровая '+' или '=' сделает ход, противоположный последнему."
ru.kdd3.txt,scT8,"F3 покажет счётчик ходов, чтобы помочь улучшить свой результат для этой комнаты."
ru.kdd3.txt,scT9,Все кнопки могут быть перенастроены в Настройках игры.
ru.kdd3.txt,scT10,"Результаты пользователей, не имеющих подписку CaravelNet, не будут сохранены в таблице рекордов, но им покажут, какое место они бы заняли."
ru.kdd3.txt,scT11,"Кликните мышкой, чтобы узнать, что делают сферы и чтобы показать поле зрения глаз."
ru.kdd3.txt,scT12,"Кнопка Spacebar очистит голоса, текст и достижения с экрана."
ru.kdd3.txt,scT13,"Тенекрылы, в отличие от тараканов, убегают от Битро и стараются дежатся за пять клеток от него."
ru.kdd3.txt,scT14,"В больших количествах они, однако, менее пугливые и могут запросто напасть, если окружат."
ru.kdd3.txt,sc1_6n3w1,"Используйте тактику удара назад, чтобы избавиться от таракана."
ru.kdd3.txt,sc1_6n3w2,"Переместитесь на зелёный пол так, чтобы таракан оказался на песчаной клетке строго к северу от вас..."
ru.kdd3.txt,sc1_6n3w3,"Переместитесь на зелёный пол так, чтобы таракан оказался на песчаной клетке строго к югу от вас..."
ru.kdd3.txt,sc1_6n3w4,"...а потом пойдите на северо-восток, чтобы убить его."
ru.kdd3.txt,sc1_6n3w5,"...а потом пойдите на юго-восток, чтобы убить его."
ru.kdd3.txt,sc1_6n3w6,"Повторите снова, чтобы освоить удар назад. Эта тактика вам сильно пригодится в будущих битвах."
ru.kdd3.txt,sp9e1,Это зона обучения.
ru.kdd3.txt,sp9e2,"Посетите её, если вы ни разу не играли в игру раньше."
ru.kdd3.txt,sp9e3,Используйте цифровую клавиатуру или 789 гшщ олд (789uiojkl) для передвижения.
ru.kdd3.txt,sp9e4,Клянусь жареными тараканами! Больше никакой смолы!
ru.kdd3.txt,sp91n1e,"Это было просто противно! Может, смола и не самое худшее..."
ru.kdd3.txt,sp94n4e1,"Ага! Нужно сильно постараться, чтобы одурачить Битро!"
ru.kdd3.txt,sp94n4e2,Не смешно.
ru.kdd3.txt,sp93n,Гм. Это очень странная дверь. Я не могу пройти.
ru.kdd3.txt,sp92n2e,"Непроходимая дверь. Интересно, что на той стороне."
ru.kdd3.txt,sp11e1,"Ненавижу, когда смола вырастает намного выше меня... прям в дрожь берёт."
ru.kdd3.txt,sp11e2,Эй!  Эта смола выросла выше стен!
ru.kdd3.txt,sp11n1w,Ну... могло быть и хуже... здесь могла быть королева смолы...
ru.kdd3.txt,sp11n2w1,"Кажется, я рано обрадовался."
ru.kdd3.txt,sp11n2w2,"По-моему, в этой комнате есть ещё какие-то отличия..."
ru.kdd3.txt,sp12e1,"Осторожно, Битро, осторожно..."
ru.kdd3.txt,sp12e2,Вот так!
ru.kdd3.txt,sp12e3,Из них выйдут отличные стейки.
ru.kdd3.txt,sp121s2e1,Клянусь всеми гоблинами!
ru.kdd3.txt,sp121s2e2,Посмотрите на размеры этого змия!
ru.kdd3.txt,spM1s,Вы проиграли...
ru.kdd3.txt,spT2,Поворачивайте меч кнопками `Й` и `Ц` (`Q` и `W`).
ru.kdd3.txt,spT3,Теперь ударьте сферу мечом.
ru.kdd3.txt,spT4,"Сферы управляют дверьми тремя способами: могут открыть, могут закрыть, могут поменять между закрытым и открытым состоянием."
ru.kdd3.txt,spT5,"Кликните сферу мышкой, чтобы узнать на какие двери она влияет и каким способом."
ru.kdd3.txt,spT6,Ваша задача в DROD - очистить каждый уровень от всех монстров.
ru.kdd3.txt,spT7,"Ткните таракана мечом, чтобы убить его."
ru.kdd3.txt,spT8,Стрелки блокируют любое продвижение против их направления.
ru.kdd3.txt,spT9,"Встаньте на точку сохранения. Вы вернётесь на последнюю точку, если вы умрёте или нажмёте `К` (`R`)."
ru.kdd3.txt,spT10,"Если вы умрёте или находитесь в ситуации, где каждый ход грозит смертью, вы можете отменить до трёх ходов кнопкой `Backspace`."
ru.kdd3.txt,spT11,"Этот эликсир позволит вам поставить двойника где угодно. Двойники копируют все ваши ходы и ходят после вас, но до монстров."
ru.kdd3.txt,spT12,"Поставьте двойника в месте, отмеченном точкой сохранения. Используйте его, чтобы уронить все люки, и красные ворота откроются."
ru.kdd3.txt,spT13,"Змиям меч нипочём, но если заманить их в тупик, они сокращаются."
ru.kdd3.txt,spT14,"Уберите всю синюю живую смолу, чтобы достичь дурного глаза наверху."
ru.kdd3.txt,spT15,"Учтите, что смолу можно рубить только на прямых участках, а на углах нельзя. Нестабильные куски смолы превращаются в смолёнышей."
ru.kdd3.txt,spT16,"Смола стабильна, когда она кусками как минимум 2х2."
ru.kdd3.txt,spT17,"Поздравляем, вы закончили эту комнату!"
ru.kdd3.txt,spT18,"После того, как вы выйдете из комнаты, ваше достижение сохранится. Вы всегда сможете посмотреть ваш лучший результат за эту комнату, а также ваше место относительно других людей в таблице лидеров за эту комнату."
ru.kdd3.txt,spT19,"Если вы подсоединены к игре, используя ваш аккаунт в форуме Caravel, ваш лучший результат будет послан в таблицу лидеров."
ru.kdd3.txt,spT20,"Ваш результат останется на сервере две недели, если только вы не подписчик CaravelNet: в таком случае он останется там навсегда."
ru.kdd3.txt,spT21,Теперь вы можете выйти из комнаты обучения.
ru.kdd3.txt,achName0,Работает Как Часы
ru.kdd3.txt,achName1,Чешет Как Рабы
ru.kdd3.txt,achName2,Руки Крюки
ru.kdd3.txt,achName3,В Наручниках
ru.kdd3.txt,achName4,Приклеенный Меч
ru.kdd3.txt,achName5,Навеки Одинокий
ru.kdd3.txt,achName6,Ловкач
ru.kdd3.txt,achName7,Техник Смолы
ru.kdd3.txt,achName8,Змеиный Король
ru.kdd3.txt,achName9,Один Среди Шипения
ru.kdd3.txt,achName10,Тихий Охотник
ru.kdd3.txt,achName11,Ниндзя
ru.kdd3.txt,achName12,Матереубийство
ru.kdd3.txt,achName13,Начинающий Исследователь
ru.kdd3.txt,achName14,Неопытный Охотник
ru.kdd3.txt,achName15,Зачиститель По Контракту
ru.kdd3.txt,achName16,Я Профессионал!
ru.kdd3.txt,achName17,Завоеватель
ru.kdd3.txt,achName18,Мастер
ru.kdd3.txt,achName19,Обжаренные Тараканы
ru.kdd3.txt,achName20,Матки по-Королевски
ru.kdd3.txt,achName21,Горящие Яйца
ru.kdd3.txt,achName22,Горчица Из Дурных Глаз
ru.kdd3.txt,achName23,Филе Тенекрыла
ru.kdd3.txt,achName24,Пельмени Со Змием
ru.kdd3.txt,achName25,Камертон
ru.kdd3.txt,achName26,Зелёное Вниз
ru.kdd3.txt,achName27,Совладай С Толпой
ru.kdd3.txt,achName28,Раниматор
ru.kdd3.txt,achName29,Мастер Времени
ru.kdd3.txt,achName30,Хранитель Пустоты
ru.kdd3.txt,achName31,За Тридевять Земель
ru.kdd3.txt,achDesc0,"Зачисти Уровень Девять 4С 3В, наступая на каждый отмеченный участок не больше одного раза"
ru.kdd3.txt,achDesc1,"Зачисти Уровень Девять 3С 3В, наступая на каждый отмеченный участок не больше одного раза"
ru.kdd3.txt,achDesc2,"Зачисти Уровень Десять 1С 1В, не поворачивая меч"
ru.kdd3.txt,achDesc3,"Зачисти Уровень Десять 1В, не поворачивая меч"
ru.kdd3.txt,achDesc4,"Зачисти Уровень Десять 1Ю 1З, не поворачивая меч"
ru.kdd3.txt,achDesc5,"Зачисти Уровень Десять 1Ю, не используя эликсир двойника"
ru.kdd3.txt,achDesc6,"Зачисти Уровень Одиннадцать 1Ю 2В менее, чем за 150 ходов"
ru.kdd3.txt,achDesc7,Полностью очисти любую комнату Одиннадцатого Уровня от смолы
ru.kdd3.txt,achDesc8,"Пройди Двенадцатый Уровень 1Ю 2В, не двигаясь по диагонали"
ru.kdd3.txt,achDesc9,"Пройди Двенадцатый Уровень 2Ю 1В, не используя эликсир двойника"
ru.kdd3.txt,achDesc10,Разбуди ровно один глаз в комнате Двенадцатый Уровень 1Ю
ru.kdd3.txt,achDesc11,"Очисти комнату с дурными глазами, не разбудив ни одного из них"
ru.kdd3.txt,achDesc12,"Убей тараканью матку, пока её яйца растут"
ru.kdd3.txt,achDesc13,Очисти девятый Уровень
ru.kdd3.txt,achDesc14,Очисти десятый Уровень
ru.kdd3.txt,achDesc15,Очисти одиннадцатый Уровень
ru.kdd3.txt,achDesc16,Очисти двенадцатый Уровень
ru.kdd3.txt,achDesc17,Завоюй крепость
ru.kdd3.txt,achDesc18,Пройди зону мастеров
ru.kdd3.txt,achDesc19,Убей 35 тараканов
ru.kdd3.txt,achDesc20,Убей 20 тараканьих маток
ru.kdd3.txt,achDesc21,Разбей 15 тараканьих яиц
ru.kdd3.txt,achDesc22,Убей 15 дурных глаз
ru.kdd3.txt,achDesc23,Убей 5 тенекрылов
ru.kdd3.txt,achDesc24,Убей 10 змиев
ru.kdd3.txt,achDesc25,Бей сферу три хода подряд
ru.kdd3.txt,achDesc26,Открой зелёные ворота 10 раз
ru.kdd3.txt,achDesc27,Убей в сумме 2500 монстров
ru.kdd3.txt,achDesc28,Умри в сумме 100 раз
ru.kdd3.txt,achDesc29,Отмени ход в сумме 450 раз
ru.kdd3.txt,achDesc30,Урони в сумме 200 люков
ru.kdd3.txt,achDesc31,Пройди в сумме 8000 ходов
ru.kdd3.txt,outro,"Если бы у Битро была с собой карта Подземелий Дугана, он знал бы что то что ждёт его на тринадцатом уровне может победить самого сильного воина. Но по крайней мере там не будет никакой смолы и змиев тоже не будет...

<font size=""32"" color=""#FFFF00"">Поздравляем!</font>

Вы завершили третий эпизод Смертельных Комнат Смерти, Подземелья Короля Дугана (Флэш-версия). Мы очень надеемся, что вам понравилось.
Теперь, когда вы спустились по последним ступеням в этом эпизоде, вы можете попробовать Завоевать игру, а потом пройти Зону Мастеров! Для этого вы должны найти все секретные комнаты. Количество секретных комнат, оставшихся на каждом уровне, теперь будет показано в меню Загрузки Игры.
Когда вы пройдёте все секретные комнаты, специальная Зона Мастеров откроется для вас. Сможете ли вы найти вход в неё?
Вы можете также продолжить играть в следующий эпизод серии DROD:KDDL.

Но перед тем, как мы оставим вас купаться в лучах вашей славы, мы хотим поблагодарить несколько людей, которые сделали возможной эту игру:
	
	<font size=""26"" color=""#FFFF00"">Erik Hermansen</font> - Создатель, отец и изобретатель игры DROD. Без него сама идея игры никогда не увидела бы свет.

<font size=""26"" color=""#FFFF00"">Mike Rimer</font> - Он программировал DROD: JtRH and DROD: TCB практически собственноручно. Благодаря его отличной кодовой базе делать Flash DROD было сплошное удовольствие.

<font size=""26"" color=""#FFFF00"">Matt Schikore</font> - Повелитель форума Caravel и главный программист CaravelNet. С его помощью стала возможной таблица рекордов игроков, а также много других функций!


<font size=""23"" color=""#FFFF00"">Программирование, Разработка</font> - %%

<font size=""23"" color=""#FFFF00"">Графика и Музыка</font> - %%

<font size=""23"" color=""#FFFF00"">Серверные разработки</font> - %%

<font size=""23"" color=""#FFFF00"">Архитекторы Крепости</font> - %%

<font size=""23"" color=""#FFFF00"">Главные Тестеры</font> - %%

<font size=""23"" color=""#FFFF00"">Тестеры</font> - %%

<font size=""23"" color=""#FFFF00"">Переводы</font> - %%

<font size=""23"" color=""#FFFF00"">Голосовое Озвучивание</font> - %%

<font size=""23"" color=""#FFFF00"">Оригинальный Код, Идея и Уровни</font> - %%


Увидимся в следующий раз!

<font size=""18"" color=""#AAAAAA"">-Maurycy</font>"
ru.kdd3.txt,complNextGame,"Играйте в следующие уровни игры, KDD Lite 4. Игра откроется в новом окне. Это окно можно закрыть. Ваш прогресс был сохранён."
ru.kdd4.txt,Thirteenth Level,Thirteenth Level
ru.kdd4.txt,Fourteenth Level,Fourteenth Level
ru.kdd4.txt,Fifteenth Level,Fifteenth Level
